,transaction_amount,is_declined,total_number_declines_per_day,is_foreign_transaction,is_high_risk_country,daily_chargeback_avg_amt,6_month_avg_chbk_amt,6-month_chbk_freq,is_fraudulent
475,4424.858205,0,0,1,0,0,0.0,0,0
476,16997.19527,0,0,0,0,0,0.0,0,0
477,16354.07515,0,0,0,0,0,0.0,0,0
478,26123.29371,0,0,0,0,0,0.0,0,0
479,15308.31208,0,0,0,0,0,0.0,0,0
480,10833.59798,0,1,0,0,0,0.0,0,0
481,19144.35581,0,0,0,0,0,0.0,0,0
482,1752.692488,0,6,0,0,0,0.0,0,0
483,554.570771,0,0,0,0,0,0.0,0,0
484,4823.230937,0,0,0,0,0,0.0,0,0
485,7380.627335,0,0,0,0,0,0.0,0,0
486,518.8298938,0,0,1,0,730,677.0,4,0
488,681.4592031,0,0,0,0,0,0.0,0,0
489,7236.047921,0,5,0,0,0,0.0,0,0
490,18928.2579,0,0,0,0,0,0.0,0,0
491,7035.730268,0,0,0,0,0,0.0,0,0
492,11347.44629,0,0,1,0,0,0.0,0,0
493,6673.074162,0,0,0,0,0,0.0,0,0
494,1638.502261,0,0,0,0,0,0.0,0,0
496,1694.092735,0,0,0,0,0,0.0,0,0
497,5218.695401,0,0,0,0,0,0.0,0,0
498,4526.41715,0,0,0,0,0,0.0,0,0
499,10607.39258,0,1,0,0,0,0.0,0,0
500,18638.74964,0,0,0,0,0,0.0,0,0
501,27499.55311,0,0,1,0,0,0.0,0,0
502,966.2970877,0,0,0,0,0,0.0,0,0
503,6120.845564,0,0,0,0,0,0.0,0,0
504,418.5242655,0,3,0,0,0,0.0,0,0
505,11300.8438,0,0,0,0,712,638.0,5,0
506,18081.83923,0,0,0,0,0,0.0,0,0
507,1440.977063,0,0,0,0,0,0.0,0,0
508,9214.186042,0,3,0,0,0,0.0,0,0
509,2683.087422,0,0,1,0,0,0.0,0,0
510,6995.185978,0,0,0,0,0,0.0,0,0
511,27428.37922,0,0,0,0,0,0.0,0,0
512,2681.070035,0,2,0,0,0,0.0,0,0
513,10047.39608,0,0,0,0,0,0.0,0,0
514,11119.66707,0,0,0,0,0,0.0,0,0
516,5215.542662,0,0,0,0,0,0.0,0,0
517,11756.4664,0,3,1,0,0,0.0,0,0
518,12699.42457,0,6,0,0,0,0.0,0,0
519,16763.84538,0,0,0,0,0,0.0,0,0
520,10022.58051,0,0,1,0,0,0.0,0,0
521,7269.175065,0,0,0,0,0,0.0,0,0
522,913.5018702,0,0,0,0,0,0.0,0,0
523,4622.905605,0,1,1,0,0,0.0,0,0
524,6841.844749,0,0,0,0,0,0.0,0,0
525,21143.11798,0,4,0,0,0,0.0,0,0
527,4587.65828,0,0,0,0,0,0.0,0,0
528,7018.42614,0,0,0,0,0,0.0,0,0
529,3771.179275,0,0,0,0,0,0.0,0,0
530,19724.91767,0,0,0,0,0,0.0,0,0
531,9806.505083,0,0,0,0,0,0.0,0,0
532,12341.50507,0,0,0,0,0,0.0,0,0
533,26285.786,0,3,1,0,0,0.0,0,0
534,27001.09437,0,1,0,0,0,0.0,0,0
535,947.928825,0,0,1,0,0,0.0,0,0
536,14859.63436,0,0,0,0,0,0.0,0,0
537,6698.891856,0,0,0,0,0,0.0,0,0
