,Average Amount/transaction/day,Transaction_amount,Is declined,Total Number of declines/day,isForeignTransaction,isHighRiskCountry,Daily_chargeback_avg_amt,6_month_avg_chbk_amt,6-month_chbk_freq,isFradulent
191,545.4334446,29453.406010000002,0,2,1,1,0,0.0,0,1
192,165.7654947,8454.04023,0,0,1,1,0,0.0,0,1
193,591.3877421,31343.550330000002,0,2,1,1,0,0.0,0,1
194,640.1624803999999,26246.6617,0,9,1,1,0,0.0,0,1
195,740.2046238,23686.54796,0,6,1,1,0,0.0,0,1
196,141.7425944,5669.703775999999,0,7,1,1,0,0.0,0,1
197,271.0728565,15180.07996,0,0,1,1,0,0.0,0,1
198,858.5601081,30908.163889999996,0,2,1,1,0,0.0,0,1
199,801.2300182999999,29645.51068,0,6,1,0,0,0.0,0,1
200,69.64048686,3551.6648299999997,0,0,1,1,0,0.0,0,1
201,615.5602077000001,36318.05225,0,0,1,1,0,0.0,0,1
202,594.8029527000001,30334.950589999997,0,4,1,1,0,0.0,0,1
203,600.0949052,31805.029980000003,0,0,1,1,0,0.0,0,1
204,620.1060587000001,25424.34841,0,1,0,0,403,391.0,4,1
205,131.8452729,3823.512914,0,0,1,1,0,0.0,0,1
206,551.0820991,24798.69446,0,9,0,0,0,0.0,0,1
207,865.32028,38074.092319999996,0,0,0,0,996,996.0,6,1
208,589.1127234,34757.65068,0,7,1,1,0,0.0,0,1
209,287.01679310000003,12341.7221,0,0,1,1,0,0.0,0,1
210,919.8808726999999,39554.87753,0,0,1,1,0,0.0,0,1
211,850.4822313,46776.52272,0,8,1,0,0,0.0,0,1
212,240.9497143,8192.290286,0,4,1,1,0,0.0,0,1
213,388.46520810000004,15538.60832,0,8,0,0,954,339.0,6,1
214,540.6711096,14057.44885,0,8,1,1,0,0.0,0,1
215,413.7465063,24824.790380000002,0,7,0,0,0,0.0,0,1
216,509.19089349999996,28005.499139999996,0,5,1,0,0,0.0,0,1
217,308.76095539999994,16673.09159,0,0,0,0,917,633.0,6,1
218,353.77783619999997,19104.00315,0,5,1,0,0,0.0,0,1
219,284.14271139999994,15343.706419999999,0,8,1,1,0,0.0,0,1
220,521.4180425,28677.992339999997,0,5,1,1,0,0.0,0,1
221,263.28398319999997,13954.051109999999,0,0,1,1,0,0.0,0,1
222,688.9080072,33756.49235,0,5,1,0,0,0.0,0,1
223,746.2325632000001,26864.37228,0,0,0,0,502,441.0,7,1
224,162.26908600000002,8113.4543,0,9,0,0,0,0.0,0,1
225,657.5491567,30247.26121,0,0,0,0,894,883.0,8,1
226,980.8272044,50022.18742,0,2,1,1,0,0.0,0,1
227,450.42085589999994,17566.41338,0,0,1,0,833,761.0,7,1
228,639.6560067,24306.92825,0,0,0,0,377,319.0,7,1
229,875.3109327999999,35887.74824,0,0,1,1,0,0.0,0,1
230,877.3857224,42991.9004,0,3,1,0,0,0.0,0,1
231,749.7096084,23240.99786,0,8,0,0,614,235.0,1,1
232,967.0755763000001,34814.72075,0,0,1,1,0,0.0,0,1
233,959.1378013,52752.57907,0,0,0,0,786,737.0,9,1
234,699.5129575,25182.46647,0,0,0,0,939,931.0,1,1
235,108.2845499,5197.658395,0,5,1,1,0,0.0,0,1
236,348.1773237,14623.4476,0,3,1,0,0,0.0,0,1
237,732.0449117000001,18301.12279,0,1,1,1,0,0.0,0,1
238,858.5168817,22321.43892,0,0,1,0,0,0.0,0,1
239,7.954238966,294.3068417,0,4,1,1,0,0.0,0,1
240,189.3138594,10601.57613,0,0,1,1,0,0.0,0,1
241,49.67058576,1738.470502,0,0,1,0,0,0.0,0,1
242,459.2866416,16075.032459999999,0,8,1,0,0,0.0,0,1
243,846.6760803999999,30480.33889,0,7,0,0,0,0.0,0,1
244,674.7817162,35088.64924,0,5,1,0,0,0.0,0,1
245,865.7940312999999,45887.083660000004,0,0,0,0,487,393.0,9,1
246,806.125364,20959.25946,0,9,1,1,0,0.0,0,1
247,142.5739552,5845.532163,0,8,0,0,0,0.0,0,1
248,726.0532789,27590.0246,0,0,0,0,802,399.0,6,1
249,43.64750081,1440.3675269999999,0,0,0,0,183,101.0,9,1
250,186.32811830000003,10993.358979999999,0,0,0,0,942,891.0,6,1
251,935.0104992,46750.52496,0,0,1,1,0,0.0,0,1
252,124.12924679999999,4344.523638000001,0,0,1,1,0,0.0,0,1
253,569.4513831,26764.21501,0,9,1,0,0,0.0,0,1
254,204.4915452,5112.28863,0,5,1,1,0,0.0,0,1
255,498.4128013,29406.35528,0,0,1,1,0,0.0,0,1
256,534.7917778,13904.58622,0,5,1,1,0,0.0,0,1
257,255.8440962,6396.102405,0,9,1,1,0,0.0,0,1
258,690.3779722999999,41422.67834,0,3,1,1,0,0.0,0,1
259,980.8982809,46102.2192,0,8,0,0,0,0.0,0,1
260,773.6826382999999,22436.79651,0,0,0,0,985,685.0,1,1
261,569.9575183,19378.55562,0,5,1,0,527,339.0,8,1
262,969.4199486,37807.378,0,6,1,1,0,0.0,0,1
263,500.71845509999997,20529.45666,0,8,1,1,0,0.0,0,1
264,913.0344755000001,28304.06874,0,6,1,1,0,0.0,0,1
265,192.44261219999999,7312.819264,0,0,1,0,0,0.0,0,1
266,397.8326505,9945.816262999999,0,7,0,0,993,330.0,4,1
267,826.6331531000001,42984.92396,0,5,1,1,0,0.0,0,1
268,364.06412539999997,17111.013890000002,0,0,1,1,0,0.0,0,1
269,145.7400314,5538.121193,0,0,0,0,788,586.0,9,1
270,212.6425076,8293.057796,0,0,0,0,801,789.0,9,1
271,807.7347087,40386.73544,0,0,1,1,0,0.0,0,1
272,978.7182792000001,37191.294610000004,0,2,1,0,0,0.0,0,1
273,418.9848756,10893.60677,0,9,0,0,0,0.0,0,1
274,684.2787417000001,22581.198480000003,0,8,1,1,0,0.0,0,1
275,312.38665560000004,15306.946119999999,0,0,0,0,878,728.0,6,1
276,858.5143144,36057.6012,0,3,1,1,0,0.0,0,1
277,484.1391246,17913.14761,0,1,1,1,992,741.0,7,1
278,452.30924699999997,18996.98837,0,4,1,0,0,0.0,0,1
279,814.3885462000001,35018.70749,0,8,1,1,0,0.0,0,1
280,818.1752922999999,27817.959939999997,0,0,1,0,0,0.0,0,1
281,132.34577720000001,4102.719093,0,0,1,1,0,0.0,0,1
282,697.0536989,30670.36275,0,5,1,1,0,0.0,0,1
283,539.9713415,29158.452439999997,0,6,0,0,991,989.0,4,1
284,820.8520642999999,41042.60322,0,7,1,0,0,0.0,0,1
285,137.1661614,5898.14494,0,3,1,1,0,0.0,0,1
286,129.2911425,4525.189988,0,5,1,1,0,0.0,0,1
287,683.2697187000001,34163.48594,0,0,1,1,0,0.0,0,1
288,432.7778058,21638.89029,0,0,1,0,0,0.0,0,1
289,460.678046,27640.682760000003,0,3,1,0,0,0.0,0,1
290,317.468299,15555.94665,0,2,1,0,0,0.0,0,1
291,273.05998230000006,15291.35901,0,6,1,1,0,0.0,0,1
292,856.7066756000002,24844.493590000002,0,8,1,1,0,0.0,0,1
293,694.7347017000001,36126.20449,0,0,1,0,0,0.0,0,1
294,506.9870067,20786.467269999997,0,6,1,1,0,0.0,0,1
295,204.9659578,11273.12768,0,3,1,0,0,0.0,0,1
296,500.0066511,22000.29265,0,7,1,1,0,0.0,0,1
297,756.0365827,42338.048630000005,0,6,1,0,0,0.0,0,1
298,931.9793133999999,40075.11048,0,9,0,0,0,0.0,0,1
299,681.0673665,21794.155730000002,0,0,1,1,0,0.0,0,1
300,492.55897300000004,20687.47687,0,9,0,0,0,0.0,0,1
301,434.4737987,14772.10916,0,0,1,1,0,0.0,0,1
302,363.183629,13074.61064,0,0,1,0,971,615.0,3,1
303,147.5242383,8261.357345,0,2,1,1,0,0.0,0,1
304,847.9098005000001,42395.49003,0,6,1,1,0,0.0,0,1
305,402.5043924,20930.2284,0,2,1,1,961,122.0,1,1
306,471.3818806,23569.09403,0,4,1,1,0,0.0,0,1
307,798.1141754,26337.76779,0,9,1,1,0,0.0,0,1
308,992.6494887,25808.88671,0,0,1,0,0,0.0,0,1
309,122.12901629999999,7327.740978,0,6,1,1,0,0.0,0,1
310,404.13828870000003,23440.02074,0,7,1,0,0,0.0,0,1
311,337.8148501,8783.186103,0,7,1,1,0,0.0,0,1
312,720.7841274,38922.342880000004,0,0,1,0,0,0.0,0,1
313,640.7230528,21143.86074,0,5,1,0,0,0.0,0,1
314,592.8263199,17784.7896,0,5,1,0,0,0.0,0,1
315,279.10867260000003,15909.19434,0,0,1,0,0,0.0,0,1
316,265.8169401,9835.226784,0,0,1,1,0,0.0,0,1
317,986.2171125,56214.37541,0,4,1,0,876,539.0,8,1
318,705.1993256,19040.38179,0,5,1,1,0,0.0,0,1
319,416.93275189999997,18761.973840000002,0,9,1,0,0,0.0,0,1
320,899.179126,40463.06067,0,7,0,0,0,0.0,0,1
321,427.16928820000004,16232.43295,0,0,1,0,0,0.0,0,1
322,925.0870281,24977.34976,0,8,1,0,822,485.0,9,1
323,733.9913263,38167.548969999996,0,4,1,0,0,0.0,0,1
324,243.76204449999997,11456.81609,0,8,1,0,0,0.0,0,1
325,877.8014752999999,36867.661960000005,0,9,1,1,0,0.0,0,1
326,922.3986848999999,37818.34608,0,3,1,1,0,0.0,0,1
327,947.7074177000001,45489.95605,0,3,0,0,856,483.0,4,1
328,515.2839682,13397.383170000001,0,9,0,0,0,0.0,0,1
329,979.5699377000001,41141.93738,0,0,1,1,0,0.0,0,1
330,790.1523003,41878.07192,0,9,0,0,0,0.0,0,1
331,865.2955832999999,23362.98075,0,4,0,0,572,166.0,6,1
332,562.7565227000001,15757.18264,0,6,1,0,0,0.0,0,1
333,101.461186,5174.520486,0,8,1,0,0,0.0,0,1
334,58.85243721,3413.441358,0,8,1,1,0,0.0,0,1
335,81.64788579,4572.281604,0,0,1,1,0,0.0,0,1
336,15.74247373,535.2441067999999,0,8,1,0,0,0.0,0,1
337,666.0617481,21313.97594,0,8,0,0,939,767.0,3,1
338,871.8621512,28771.450989999998,0,9,0,0,789,646.0,4,1
339,425.4511691000001,25527.07015,0,9,1,0,0,0.0,0,1
340,489.43872310000006,26919.12977,0,9,1,0,0,0.0,0,1
341,918.9229042999999,40432.607789999995,0,7,1,1,0,0.0,0,1
342,862.8380502,41416.22641,0,5,1,0,0,0.0,0,1
343,831.8627613,49079.90292,0,0,1,1,0,0.0,0,1
344,81.92117847,3850.2953880000005,0,9,0,0,0,0.0,0,1
345,347.7253025,19820.34224,0,0,1,1,0,0.0,0,1
346,249.8231543,6245.578858,0,0,1,1,0,0.0,0,1
347,768.5943157,46115.65894,0,9,0,0,795,673.0,9,1
348,519.3985865000001,16101.35618,0,5,1,1,987,859.0,3,1
349,456.38136339999994,11865.91545,0,4,1,1,0,0.0,0,1
350,894.7819545,37580.84209,0,9,1,1,0,0.0,0,1
351,793.550405,27774.264180000002,0,2,1,1,0,0.0,0,1
352,916.0180605,27480.54182,0,3,1,1,0,0.0,0,1
353,114.2010307,6623.659781,0,8,1,1,0,0.0,0,1
354,241.82757039999998,13542.34394,0,3,1,1,995,381.0,6,1
355,115.0563898,4487.199202000001,0,0,1,0,557,527.0,7,1
356,331.81262250000003,17586.06899,0,0,0,0,398,224.0,7,1
357,908.1458054,23611.79094,0,3,1,1,0,0.0,0,1
358,173.3603869,4334.009673,0,0,1,0,0,0.0,0,1
359,654.8001656,25537.206459999998,0,0,1,1,0,0.0,0,1
360,263.3156802,6582.892005,0,9,1,1,0,0.0,0,1
361,715.1170832,24313.98083,0,2,1,1,0,0.0,0,1
362,735.9010899,25756.53815,0,0,1,1,0,0.0,0,1
363,942.3427767000001,44290.1105,0,2,0,0,943,934.0,6,1
364,47.18366965,1651.4284380000001,0,0,1,1,0,0.0,0,1
365,411.2015311,14392.053590000001,0,5,1,0,0,0.0,0,1
366,544.0508120000001,14689.37192,0,0,1,0,0,0.0,0,1
367,324.6814562,10065.12514,0,9,1,1,0,0.0,0,1
368,69.80049552,1814.812884,0,0,1,0,884,708.0,6,1
369,94.27628892,5373.748468,0,0,0,0,938,929.0,9,1
370,687.7898409,17882.53586,0,3,1,0,0,0.0,0,1
371,989.7481646,30682.1931,0,0,1,1,982,764.0,6,1
372,380.32626150000004,17495.00803,0,0,1,1,0,0.0,0,1
373,805.5476018999999,31416.35647,0,0,1,0,0,0.0,0,1
374,684.2297364,30106.1084,0,4,1,1,0,0.0,0,1
375,483.5514489,13539.440569999999,0,9,0,0,0,0.0,0,1
376,534.4449871999999,14430.01465,0,0,0,0,780,188.0,7,1
377,705.8118035,41642.89641,0,0,0,0,940,815.0,6,1
378,81.53100514,4728.798298,0,0,1,1,0,0.0,0,1
379,421.2386089,19798.21462,0,8,0,0,777,195.0,1,1
380,107.0893057,3212.679171,0,8,0,0,0,0.0,0,1
381,302.55974060000005,17548.46495,0,0,0,0,941,826.0,9,1
382,503.99058219999995,28223.4726,0,1,1,0,0,0.0,0,1
383,238.24508160000002,10482.783590000001,0,6,1,1,0,0.0,0,1
384,9.919197533,257.89913590000003,0,6,1,1,0,0.0,0,1
385,43.21184997,2333.439898,0,7,1,1,0,0.0,0,1
386,895.6099867999999,50154.15926,0,0,0,0,841,386.0,8,1
387,796.4496467,19911.241169999998,0,8,1,1,0,0.0,0,1
388,814.1466471,24424.399409999998,0,9,1,1,0,0.0,0,1
389,973.996789,56491.813760000005,0,6,1,0,0,0.0,0,1
390,259.3645136,13227.59019,0,0,1,1,0,0.0,0,1
391,756.7421967,37080.36764,0,4,0,0,673,512.0,8,1
392,979.5642622000001,49957.777369999996,0,6,1,1,0,0.0,0,1
393,378.3035981,12862.32234,0,0,0,0,956,645.0,6,1
394,263.4791392,8694.811593999999,0,2,1,1,0,0.0,0,1
395,769.0106009,40757.56185,0,6,1,1,0,0.0,0,1
396,880.9781252999999,24667.38751,0,4,1,0,754,585.0,7,1
397,1000.0,56000.0,1,1,1,0,754,585.0,7,1
398,2000.0,54000.0,1,2,1,0,754,585.0,7,1
399,2000.0,106000.0,0,3,1,0,754,585.0,7,1
400,1000.0,28000.0,0,4,1,0,754,585.0,7,1
401,500.0,20000.0,0,5,1,0,754,585.0,7,1
402,300.0,15000.0,0,6,1,0,754,585.0,7,1
403,1000.0,27000.0,1,0,1,0,754,585.0,7,1
404,1000.0,34000.0,1,1,1,0,754,585.0,7,1
405,2000.0,80000.0,1,2,1,0,754,585.0,7,1
406,2000.0,108000.0,1,3,1,0,754,585.0,7,1
407,1000.0,29000.0,1,4,1,0,754,585.0,7,1
408,500.0,23000.0,1,5,1,0,754,585.0,7,1
409,300.0,15300.0,1,6,1,0,754,585.0,7,1
410,1200.0,61200.0,1,0,1,1,754,585.0,7,1
411,600.0,16200.0,1,1,1,1,754,585.0,7,1
412,300.0,7800.0,1,2,1,1,754,585.0,7,1
413,500.0,16500.0,1,0,0,0,754,585.0,7,1
414,500.0,19500.0,1,1,0,0,754,585.0,7,1
415,500.0,14000.0,1,2,0,0,754,585.0,7,1
416,500.0,17500.0,1,1,0,0,754,585.0,7,1
417,500.0,23000.0,0,2,0,0,754,585.0,7,1
418,800.0,24800.0,1,1,0,0,754,585.0,7,1
419,400.0,10400.0,1,2,0,0,754,585.0,7,1
